sentence,predicted,true
초반 길찾기만 좀 넘으면 스토리 대충 따라갈 만 합니다만... 간헐적으로 프레임드랍이 있네요. 그냥 으스스한 오픈월드 샌드박스입니다.,0,1
이거 사고 뭔지 몰라서 거의 안해봤음 그 전에 대체 언제 산건지도 기억안남,0,1
아군을 이끌리더쉽이있는 사람이 많고 풀방이 1개라도 있다며 재밌겠지만 그럴만한 상황이 많이는 안나옴 ㅠㅠ,0,1
너무너무 복잡하다,0,1
품질이더좋아짐,0,1
후후후... 듀토리얼부터 빡치는 게임은 정말 오랜만이군?,0,1
견아 그건 별로 좋은 생각이 아닌거 같은데,0,1
처음부터 어려움을 하지말았어야됬다... 바이킹과 드래곤이 오는순간 모든것이 사라져버리고 뇌ㅡ절;,0,1
보행자 수칙 3가지 1. 걸으면서 휴대폰을 보지 않는다 2. 이어폰 음량을 너무 크게하고 길을 걷지 않는다 3. 걸어다니면서 장전하지 않는다,0,1
Chivalry 의 원작 모드.,0,1
지금 하기엔 너무도 고여버린 겜 상어를 하면 아무것도 몬한다,0,1
아니근데 WASD를 누르는데 왜 계속눌러지냐 개같네 ㄹㅇ 개같은버그야 하고싶어도 할수가 없어 ㄹㅇ 이거 어케하는건지 알려줘제발,0,1
호불호가 꽤 갈리는 게임임.친구들이랑 하면 물론 재미는 있지만 온라인 상에서 다른 모르는 사람들과 하는 건 조금 싫어할 수 도 있고 컨텐츠 또한 부족해서 싫어하는 사람도 많을듯 함.,0,1
5를 키고 나서야 갓겜인줄 알았습니다.....,0,1
맛만봄,0,1
게임 관련 이미지가 너무 적다,0,1
DC 06 뜨면서 자꾸 튕기는데 왜그러는지 모르겠네여;;; 19년 8월 25일 수정 / 개발자가 빠른 답변을 남겨줬네요 게임자체는 나쁘진 않지만 취향을 많이 탈거 같아요,0,1
"내 머리가 빡대가리인지 나름 굴러가는 대가리인지 알수 있게 해주는 게임입니다. 본인의 머리를 학대하고 싶다거나, 어려운걸 풀어보고자 하는 사람만 하세요 난 머리도 별로고 퍼즐이나, 뭔가 푸는거, 해결하는거 싫다 하시는 분은 하지마세요",0,1
7.5/10 GOOD + 현실적인 선수들의 움직임 + 재미를 보장하는 다양한 모드들 + 자유롭게 커스텀 가능한 시스템 - 게임을 망치는 결제 시스템 총평 NBA2K18은 재밌는 농구 게임은 틀림없지만 이 게임의 모든것을 결제 시스템이 망쳐버린다.,0,1
이쁜 도트그래픽은 좋았으나 난이도 조절은 시급해보임..,0,1
16000원으로 구매하는 자괴감,0,1
이게임은 아주 짧고굵은게임입니다 ^^솔직히 목적은 하나뿐입니다가슴은... 사..랑..입..니다...,0,1
컨트롤 누르면 앉는키 아니고 총 쏩니다.,0,1
왜 게임을 하다가 도중에 멈추나요? 한두번이라 계속 그러네요 ... 재구매했는데... 수정 부탁 드립니다....,0,1
아직까진 얼리엑세스라 잠재적으로 기대해볼만한게 많지만 현재까지는 서브노티카 1편보다 아쉬운게 굉장히 많음 바다의 수심이 생각보다 얕은것 그리고 줮같은 시트럭 말고 시모스랑 사이클롭스가 없어진것 제발 다시만들어줘...,0,1
매치메이킹좀 제대로 뉴비랑 고인물좀 분별하게 해주삼 고인물 때문에 못해먹겟다...에휴 프리미엄 전차사는 미친 현질 고인물 떄문에 치여서 존나 하기 싫은대 대채적으로 게임은 재미가 있음.... 진짜 고인물 어떻게 따로 매치잡게 않해주냐 극혐이다,0,1
이것은 내 청축키보드와 아픈 손가락이 높이 평가,0,1
멀미,0,1
하루는 재미있게 했고 스킬트리가 방대해 할게 많다고 생각했다. 이틀째 반복되는 사냥에 슬슬 지루해졌다. 삼일째 안켰다.,0,1
일본 애니의 온갖 역겨운 클리셰들을 다 때려 박아서 만든 스토리. 보다보면 집중도 안 되고 어이가 없어서 그냥 한숨만 나옴. 1편도 유치한 면이 있었지만 이 정도는 절대로 아니었는데. 전투 자체는 재밌었음. 1편 재밌게 했다면 추천. 아니라면 비추천.,0,1
조,0,1
빠나나가 빠나나하는 게임,0,1
스토리를 제외하거 게임성만 본다면10점 만점중에 8점짜리 게임,0,1
솔직히 한글없어도 퀘스트 깨고 스토리도 깰수있는데 무슨내용인지 모름. 대충 원하는거 들어주고 볼수있는데 한글화 되면 다시 플레이해야지..,0,1
sexy한 좀비가 나옵니다. 궁금해서 샀습니다. 너무 많은 흥분흥분. sexy좀비는 한턴에 죽여야합니다. 이 sexy좀비는 스스로를 치유합니다. 더욱 많은 기분이 상함. 후반부의 아기좀비 빌어먹을 아기좀비.,0,1
게임에서 안좋은게 내 능지 말고 없다.,0,1
아니 그러니까 충분히했는데... 이제 2018나올때 까진 그만해야지 했는데... 축구를 봐버려서 다시해야 되네....,0,1
... 얘들 갑자기 왜이렇게 운빨이 좋아졌는지 원...,0,1
팀원중 한명이 트롤이면 멘탈이 날라가고 팀원중 한명이 씹 고인물이면 15500원이 날라감,0,1
너도한방 나도한방. 불친절한 난이도. 순식간에 피바다. 하지만 시원하다!,0,1
힘들게 적팀 폴피닉스 피 다 깎았는데 폴 : 우어어~~~~ 멘탈도 아작나고 내 조이스틱도 아작남,0,1
암령이 침입했습니다. 서약령이 침입했습니다 미친 암령이 침입했습니다. 이 시발럼들아 게임 좀 하자,0,1
하세요 묻지말고,0,1
모니카 ㅈㄴ 말많음 ㅡㅡ 후...,0,1
역시나 돈이 아깝지 안음!,0,1
일단 멀티할때 렉때매 게임이 끊켜서 애들 컨트롤도못하고 자꾸죽고요 컴퓨터대전할때 컴퓨터는 땅 바로먹는데 왜 난ㄴ 그게 안되죠? 이해불가임 물론 컴퓨터 이기는건 ㅈ밥이긴한데 땅따먹기할때 컴퓨터가 땅 그렇게 먹는꼬라지보면 기분 ㅈ같잖아요,0,1
3D 멀미를 적응하기 위해 이 게임을 많이 해야합니다 재미있거든요 토끼마냥 뛰는것도 독수리처럼 날아다니는것도,0,1
언리얼 엔진 크래쉬가 났습니다.이유가 뭔지는 모르겠고 메인화면까진 들어가지는데 그뒤에 로딩하면서 튕깁니다.,0,1
죽이느라 피곤한 게임은 또 처음일세.,0,1
돈쓴놈 & 안쓴놈 이거 ㅇㅈ,0,1
아니 자원좀 스틸해가지마 ^^ㅣ발놈들아,0,1
근데 이게임 용량 DLC도 안사고 처음으로 53000원짜리 15000원인가? 세일해서 사봤는데 아니 미친 DLC도 안샀는데 그냥 기본게임 용량이 150기가라고 되있는거 실화냐 뭔놈의 게임이 용량을 150기가나 처먹어 ㅡㅡㅋ,0,1
고인물게임 쿠와이네~,0,1
회사가 망해서 이제 시리즈 전체를 안판다. 컥~ 파이널 구입못했는데...,0,1
"1,100원으로 도전과제 5,000개를 구매하세요. 게임으로 생각하고 구매한 사람들에 대한 실망감은 전적으로 구매자의 책임입니다. 아, 그리고 화면을 띄워놓아야 도전과제 카운팅이 된다는 점 잊지 마시고요.",0,1
고인물이 되어야 재밌는 게임,0,1
'이걸 사람이 깨라고 만든 거냐 제작자 개 새 끼 야' 라고 말해대며 깼습니다. 자신이 정말로 소닉을 사랑 하는 것이 아니라면 게임을 플래이하는 것을 권하지 않습니다. 소닉의 오리지널 스토리를 즐길 수 있다는 것 이외에는 좋은 점이 없습니다.,0,1
다 좋다. 그러나 한글이 아니다. 정품인데 한글이 아니다. 그게 정말 문제다.,0,1
세일할때 사세요 세일할때,0,1
이렇게 불쾌한 게임은 처음이다.,0,1
이건 복돌로하는게 훨씬 났겠다. 아니면 배경화면에 클릭이나 연습하셈 ㅋㅋ,0,1
평가 라아트 노벨 소설 원작인 만큼 라이트 노벨스러운 록맨 파생작 P.S 시궁창아 esc고쳐라 바로꺼지는거 땜에 당황했다,0,1
돈다 돌아,0,1
1편보단 재미없음. 전작에 비해 근접무기 학살이 힘들어지고 총기사용이 강제되는 부분이 있음. 1편 재밌게 했으면 할만함.,0,1
오랜만에 제값 주고 사도 안아깝다는 느낌의 게임,0,1
프로그램 내 브라우저에서 유튜브 로그인이 안된다. 보안상 문제라고 하는데 어차피 유튜브 360도 영상들은 호환이 안된다고 한다. 거지같은 유튜브 vr 앱 쓸 생각하니 벌써 혈압이 오른다,0,1
최소사양 GTX760 이라면서 660에서 렉 없이 돌아가네 스펙 사기 치지 맙시다...어휴..,0,1
뭔가 좋긴하지만 2%부족한게임,0,1
맵 찾기 어려움,0,1
게임 사고 첫판만에 헤트트릭 했다.,0,1
유미가 터진듯한기분 을느끼게해준 유일한 게임이에요,0,1
한번 깨고나면 안키게됨,0,1
재미따............,0,1
"이봐, 나중에 봅시다. 맥주 한 잔 사지.",0,1
15분만에 도전과제 3000개를 주는 게임이 있다?!,0,1
한글화 안된... 말하자면...? 그냥.. 단순 슈팅 게임! 비행은 하고 싶어 근데 복잡한것이 싫다! 하면 이런 아케이드 슈팅 게임이 딱 좋아요. 킬링타임용으로 생각했을때...!,0,1
나에겐 이 게임이 노잼이당,0,1
오리진에 등록하려면 게임 시작을 하면 안된다고 누군가 알려줬었다면 얼마나 좋았을까 .ㅠㅠ 모두들 어떻게 알고 스팀으로 사고 게임 시작 전에 오리진에 코드 등록을 했는지 참...과거의 저에게 가서 알려주고 싶네요 확장팩은 세일을 기다려 봐야겠습니다.,0,1
감마 최대로 올리고 불켜고 하세요,0,1
국현이가 사줌 ^노^,0,1
아주 잠깐했느데 겜이네요,0,1
꼽지만 게임은 재밌음,0,1
이게임 실행을어떻게 하나여 설치다하고 실행눌렀는데 그림이떳다가 사라지네여어떻게 해야실행가능하죠 유플레이 도다운받았는데 시디키라는것도 안보이고 재발알려주세여,0,1
마귀새끼가 만든게 분명하다. 그런데 좀 재미있음. 그런데 하지마세요. 그래도 좀 재미있음.,0,1
내가 이걸 왜 샀을까.... 사고나서 후회중. 오락실에서 1코인은 무리라도 3~4코인이면 엔딩봤던걸... 키보드로 하려고하니 잘 안되네,0,1
오버워치 꺼져,0,1
뭔 에픽스토어 독점이야 ㅡㅡ,0,1
1챕의 충격을 아직도 잊지못함,0,1
업뎃좀 해 시발새기야,0,1
반복게임,0,1
주변경치보면서 게임하는거 좋아하시면 사세요,0,1
삭제,0,1
씹2창난 탱크조작법 어케좀 해봐;;,0,1
게임 켜고 몇 번 클릭질 한 거 같은데 달이 뜨고 해가 뜨더라. 폐인제조기,0,1
쉽게 질림 가끔 생각날때 하면 좋을듯,0,1
양키애들 전부 부정적평가 누르고있네 뭘 잘못먹었나 이게 재미없으면 뭐가 재밌다는 말이지 내 콜옵은 모던2에서 끝났다 뭐 이런심보인가?,0,1
50%이상 세일하면 적절한 가격이라고 봅니다. *컨트롤러 필수*,0,1
생각외로 퍼즐이 어려움 명작은 명작임 근데 내 입장에선 어렵네,0,1
세계관의 설명보다는 스토리의 진상을 설명해주는 느낌이네요 되게 생각을 많이 했어야했던..,0,1
바하7 데모도 이렇게 까진 안 무서웠다,0,1
게임은 재밌는데 고인물은 고인물들끼리 놀아 시발,0,1
소스2엔진으로 처음 발매당시 괜찮은 그래픽을 보여주었던 게임 캐릭터도 매력있고 한데. 짧은 플레이타임과 더불어 후속작 떡밥도 진하고 후속작이 나왔으면 하지만 13년이 지나도 후속작은 없고 개발사는 자라져버린.... 뭔가 불행한 게임입니다.,0,1
서버를 어떻해 만드는지를 모르겟어요. 전용서버를 열면 블랙스크린만 뜨고 아무런 반응이 없네요.,0,1
세일할때 샀는데 7500원짜리 게임은 아님,0,1
2018 지금해도 나쁘지 않는 그래픽 한 2016년도에 나온 게임인줄 알았는데 2009년에 나왔댄다 ㄷ... 그럭저럭 할만한 게임이긴 한데 단점으론 어려운 난이도와 불편한 인터페이스,0,1
ㅈ..재미뜸..,0,1
욕하면서 계속하게 되는 이상한게임. 못 깼을때 어느정도까지 갔는지 진행도 보여준게 신의 한수같다. 그거 없었으면 많은 사람들이 진작에 삭제하고 환불했음.,0,1
내 인생을 바꿔놓은 게임,0,1
휠이 있다면 이보다 훌륭ㅇ스한 레이싱 게임은 읍어요 휠이 없다고요? 그럼 하지마이씨,0,1
뭐가 중요해 무료자나,0,1
별로 재미없네요 게임켯을때 어두웟는데 끄고 나니까 어둡네요,0,1
중딩때 OGN에서 카스 대체제랍시고 대회방송하던게 생각남 지금은 짱깨 천지,0,1
게임이 재미는있는데 사놓고 기다려야할꺼같네요 개적화 핑 진짜..,0,1
배경화면 보려고 게임별로 안하게됨,0,1
신맵 티저를 내놓은지 어언 2개월이 다 되어가는데 도대체 신맵은 언제 출시되는거죠;;재밌긴 한데 맵이 없어서 해야되는데 너무 맵이 안나옵니다ㅡㅡ,0,1
약간 게임이 끊김 그리고 공방에 사람이 1도 없음 지인이랑 하는걸 추천함,0,1
아니 원래이렇게 튕겨대요?판마다 튕겨요 WHAT THE GAME IT IS ERRO!!!!!!!!!!!!!!!!!!! GAME SO MANY CRASH!!!! WTF!!!!,0,1
바바는 나고 나는 바바다.,0,1
호러게임 같지만 실은 왁자지껄한 폐촌에서 내맘대로 행동하는 힐링게임.,0,1
와치독스는 2부터 시작이다 각 자 개성 강한 캐릭터 괜찮은 연출과 스토리라인 해킹 투 해킹이라는 탐신한 소제 즉흥 돌발되는 온라인매치 컨텐츠는 의외의 재미를 유발 발적화 다소 반복적이라고 느낄 수 있는 서브퀘스트 출시 초기 때문인지 자잘한 버그가 많음,0,1
아르마2 다시 브포 해주세요,0,1
"다렉에서 저렴하게 팔길래 최소사양도 안보고 샀다가 낭패보고 피방가서 깔아서 하려니 용량때문에 설치가 안되서 또 낭패보고... 제컴 사양은 프로푸스620,라데온 HD6850이네요...",0,1
아무래도 제 게임에는 문제가 있나봐요... 중간에 진행이 안돼요... 다음에 한번더 사야겠네요..,0,1
나루토 씹덕을 위한 게임,0,1
호구같은 드롭시가 불쌍하다,0,1
내 컴이 좋아지면 다시해야겠다,0,1
"졸라 할짓없을때 친구와 ""어~이""이러면서 노는게임 2015도 같을듯",0,1
마우스 반전만 해주셨으면 좋겠어요 ㅎ,0,1
고양이는 공략 못하는겁니까..? 아쉬어ㅓ,0,1
몬헌보다 속도감이 있어서 그점은 좋았지만 나머지가 그닥이라 재미 붙이기가 힘듬,0,1
심즈들의 제미있는 일상 할일 투성이!!!,0,1
할만한데 너무비쌈,0,1
이 게임이 신박하고 재미있기는 한데 자꾸 크러시가 나네여 왜일까여?,0,1
드래곤들이 어떻게 번식을 하였을까~? 를 알수있습니다,0,1
락스미스잖아요 기타엔 이겁니다,0,1
(텐코가 너무 기여어서 죽은 사용자 입니다.),0,1
좆같은 호위 한놈이 헬프! 헬프! 하면서 어그로 끌고 존나 싸돌아댕기니까 그새끼 지키느라 다굴맞아 뒤짐 아 좆같음,0,1
깝치지 말고 제바ㅏ알 맵크기 보통으로 하세요. 초중반 눈돌아가니깐.... 깝치지 말고 제바ㅏㅏㅏ알 Expert 하지 마세요. Expert아이템에 눈이멀면 반드시 피눈물 흘리게 됩니다...,0,1
한국 서버 망해라!!!!!!!!!!!!!!!!! ok 계획되로 되고있어,0,1
재밌긴 한데 낼 출근 어케하냐,0,1
오우야 석유들만 가득한 엄청난게임,0,1
피지컬겜 인정합니다,0,1
10점중 6점,0,1
과거의 영광은 이미 없어진게임 ㅠㅠ... 재밌었으니 그걸로 된건가..,0,1
서큐버스 3인칭 되면,0,1
밭을산다 장비를산다 수확을한다 장비를산다... 밭을산다...수확을한다... 장비를산다... 딜레마,0,1
작업자 한명이 고장났습니다. 5일째 나무 직선절단만 하고있는데.. 절단이 안되네요... 기계도 못쓰고있고.. 직원을 해고해도 그대로고 ㅠㅠㅠ너무 불편합니다 게임은 존잼요,0,1
계급이 왜 있는지 모르겠는 게임 두근두근 온라인매치잡으면 씹고인물들이 발가락으로 농락함,0,1
갑자기 검은화면으로 실행이안되 해결방법좀,0,1
멘탈파괴게임 미친 진짜 와 ㅋㅋ 몹색기들 실실쪼개면 죽여버리고싶음,0,1
멀티겜인데.. PVP에 비번방이 왠 말이더냐.. - 0-,0,1
8/10 운빨좆망겜,0,1
아직도 하는 사람 있나요?? 갓겜인데 사람이 없어서 하지를 못함.....,0,1
ㅋㅋㅋㅋㅋㅋㅋㅋ '게임을 한다'는 생각으로 사는 새끼는 없었으면 좋겠다,0,1
이게임을 몇번이나 하면서 몇번이나 생각해봣는데요... 빨갱이들은 좆나게 씹세끼들입니다. :(,0,1
애미.. 리얼톤 케이블 없으면 하지마세요.. 띵작이긴한데..,0,1
솔직히 동영상처럼 재밌을거라고 기대하고 깔았지만 대실망.. 아직 자잘한 오류가 많다. 심심할떄 한 두번씩 플레이 해줘도 괜찮을 정도에 게임으라고 생각한다,0,1
삭제가 빠름,0,1
이 게임과 함께 당신의 소중한 시간을 낭비해보세요. 그리고 도전과제.,0,1
이게 말야 진정한 에쁘삐에쓰 라는거야,0,1
재미%ㅆ음,0,1
넓은 바다에서 플라스틱 나무 판자만 처먹는 병 신 상어출현,0,1
"나,,오리지널트릴로지로,,입문했는데,,내,,동년배들,,다,,다크포스한다~~~,,,이말이여,",0,1
그래픽은 확실히 좋아졌다. 그렇지만 퇴화된 한글패치와 장비 수준은 아쉬운점이다.,0,1
이야 재밌다! 이야 화난다! 리셋하자! 이야 재밌다! 이야 화난다! 리셋하자!,0,1
왜하냐,0,1
음 눈알이 없어질것같다,0,1
블랙월 시리즈중 3편 가면 갈수록 귀신이 이렇게 힘이 쌘 존재인줄 몰랐다.,0,1
다행히 한글 지원. 리마스터라고 해봐야 약간의 그래픽 향상 뿐 달라진 것은 별로 없다. 전투와 퍼즐의 밸런스에 좀더 신경썼으면..,0,1
"악마성, 메트로이드등을 사랑하시는여러분들 이건사야합니다",0,1
좆같이 재밌는게 뭔지 알려준 게임.,0,1
루멘되서 망할자식 죽이고 왕되는 것 보다 노래와 말빨로 평화이루고 일반 여왕 엔딩 보는게 더 감동적이였다. 샀으면 꼭 한번 봐야함. 그러나 루멘되서 다 해치우는 것 보다 매우 어려움.,0,1
나이스게임,0,1
실행 무반응 머임?,0,1
유리파편조립게임,0,1
게임 자체는 나쁘지 않은데 내가 잘못해서 자꾸 쳐맞으니까 개짜증난다,0,1
후반부의 벨코즈 사냥을 위해 끊임없는 템파밍을 하기 전까지는 진짜 재미있습니다. 다만 그 이후로는 방치형 게임이 되어서 호불호가 갈릴 수 있습니다. 저는 용력 룬 10성 띄울때까지 재미있었는데 그 이후로는 안할 것 같습니다.,0,1
거 쥰내게어렵네 어려운거좋아하는 변태들한테는 추천,0,1
이거 안해봤으면 나가 디지셈 ㅋㅋㅋㅋㅋㅋㅋ,0,1
운전 못하면 사지마소 소 사료 먹이려고 사료 퍼다 나르는데 커브만 돌면 차가 넘어져서 플레이 불가능ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,1
엔딩 너무 ㅈ같이 끝내고 3출시안해주네,0,1
근데 솔직히 호이 시리즈는 튜토 너무 빈약한거 아니냐.... 맨날 찾아보면서 힘들게 힘들게 하다가 지침...,0,1
네다씹 게임하면서 처음으로 항마력 시험당함 ㄹㅇ루다가,0,1
처음 할때는 재미있는데 어느 순간부터는 적들이 너무 강려크해서 파괴도면 복구하기 힘드네요. 3시간 쯤 하면 적당하게 했다고 생각이 듭니다.,0,1
"몸 움직임은 60프레임, 코트 움직임은 5프레임. 컷씬에서는 물건과 사람과 입이 따로움직임. 허공에서 대화를 진행. 높고 뾰족한 구간을 움직이다보면 요상한 버그가 이동을 방해함.",0,1
"생각보다 정말 다양한 방법으로 추리를 해 나가야하고, 에칭 기법처럼 보이게 만드는 독특한 그래픽 덕분에 의외로 멀미가 난다. 스크린샷으로 볼 땐 몰랐는데 3D 게임이다... 3D 멀미가 있는 사람은 조심하기...",0,1
양산형 일본 알피지 게임 그이상도 이하도 아닙니다 시간죽이기는 좋네요,0,1
통수,0,1
이 게임은 지우면 하고 싶고 깔면 할거 없는 게임임.,0,1
게임 자체는 재미있다고 생각함 다만 게임머니 쓸곳이 너무 많고 버는 양 또한 미친듯이 적음 무슨 개미 더듬이만치 벌어서 언제 원하는 무기 사나 이러고 있음 극심한 노가다 싫어하는 분은 비추 DSR은 무슨 어딜 맞아도 한방 개사기;;,0,1
샘프로 멀티합시다 여러분 2019.06.08 리듬타는 퀘스트 그거 오른쪽 숫자패드로 해야되는거 전투기도 그걸로 조작,0,1
정말 좃뿐이고 더럽고 재밌네요,0,1
에피3 내놔 이것들아ㅏㅏㅏ,0,1
만원 올랐? 최적화좀;;,0,1
'7세 이용가' 같은 '12세 이용가' 같은 '21세 이용가',0,1
무쓸모 무료 꺼-억,0,1
"컨텐츠가 매우 빨리 소모 되므로 진득하게 하실거면 추천 드리지 않습니다. 하지만, 심시티나 심즈를 좋아 하신다면 그리고 마인크래프트를 해보셨다면 추천 드립니다.",0,1
계속 로딩화면만 뜨고 실행이 않되요,0,1
평이 안좋네 난 재미있게 했는데 맵도 적당히 넓고 아르마 하는 느낌,0,1
기존 무기에서 저격총이 추가 되었다. 별 다른게 없는거 같다. 6/10,0,1
게임은 재밌는데 좆같이도 많이 튕기네요 씨바꺼,0,1
데모라고 안써있는데요 에이 설마 데모겠죠?,0,1
대체 불가능 2차세계대전 RTS 게임입니다 잔버그도 많고 업데이트 팀이 밸런싱의 중요 포인트를 모르는거 같이 패치를 하긴 하지만 적의 행동을 예상하고 맞추고 대비하고 계획대로 먹혀들어갈때의 쾌감은 다른 RTS에선 느낄 수 없습니다.,0,1
역시 호텔에서는 VIP룸에 묶어봤자 고생만 한다는 게임입니다. 맨 1층에 가야 모든것이(?) 끝나는 게임입니다.,0,1
요즘 할게임 없노? 생각하면 사셈,0,1
야겜아니양,0,1
평소에 눈독들이던 참에 할인길래 질렀는데 맥os에서는 무슨일인지 컨트롤이 안먹히는 버그가 존재함 윈도우버전에서는 어떤 문제가 있을지는 모르겠으나 현재 맥os에서는 컨트롤이 안됨,0,1
메가톤 터뜨리지맙시다 ㅋㅋㅋ 나중에 후회해요 ㅋㅋㅋㅋㅋㅋ,0,1
재미는 있긴한데 전작(문명5)에 비해 별로인거 같다,0,1
연출이랑 ai가 지금해도 좋음 근데 공포겜이라면서 마지막 챕터부분 빼곤 별로 안무서움,0,1
맵은 커서 재밎지만 스토리가 너무 짧고 허무해서 별로내요 ㅠㅠ,0,1
초딩때 코흘리면서 불법복제로 했던 이스6 그 이스6이 이렇게 여러번 플레이가 가능하게 난이도가 생겼다는건 정말 좋은 일이다,0,1
도전과제 코멘터리땜에 1회차 더했다 도전과제 깨고싶으면 옵션에서 코멘터리 켜고 겜하시길 그거 몰라서 흑흑....,0,1
이겜에도 버그가 많습니다 ㅎㅎ 이스터에그도 찾아보시길 ㅎㅎ,0,1
재밌어 보여서 샀는데 내머리는 이게임을 할 머리가 아니다,0,1
노래도 좋고 사람도 꽤 있는거 같긴 한데 너무 비쌈 가격이 장점을 다 까먹음,0,1
"앙빅 -> 암빅 -> ""환불해주세요""",0,1
무서워요.,0,1
실행도 안되는 ㅈ망겜,0,1
다 좋은데 타격감이 별로임,0,1
......현직인 아니면 안하는게좋음,0,1
게임에 문제가 생기면 혼자서 해결할수가 없어 불편합니다,0,1
"엘더가 왜 그렇게 사령관한테 집착하나 싶었는데요, 이딴 놈들 데리고 지구를 구하는 걸 보면 그럴 만도 합니다.",0,1
타격감 하나는 고전게임임에도 불구하고 개찰짐. 하지만 그 외에 모든것이 못 따라와줌. 특히 레벨 디자인이 이다. 무기는 왜 또 3개만 들게 해놓은거지? 세일 겁나 할때 사서 한번 해보셈.,0,1
듀얼쇼크4는 지원안하나....인식이 안되네...^^;;;;;,0,1
우리는 척박한 볼모지와 다름없는 수인판에서 동인지도아니고 무려 동인게임이 이런 고퀄리티로 나와준다는 사실에 감사해야 한다..,0,1
안해시발,0,1
딱 입시퍼즐 수준입니다 ㅎ,0,1
"게임은 이런 2차대전이나 리얼타임 시뮬, 워게임등을 좋아하면 싫어할수가 없는데... DCL팔아먹는게 개양아치네..",0,1
씹조루남들 ㄷㄷ,0,1
근데 한국섭 없음 그래서 중국섭에서 난동부리는 초딩같은 한국인들을 많이 볼수있음. 솔직히 부끄러우니까 그만하자,0,1
영컴 타자연습,0,1
절 대 사 버 려,0,1
김근육나오는 게임,0,1
조금 더 즐겨보고 글을 작성할려고 했는데 해보면 해볼수록 그냥 마인크래프트 모드 게임 같은 느낌만 자꾸 나네요. 마인크래프트 방식 좋아하면 무난하게 즐길 수 있을 듯합니다. 그렇지 않다면... 권하지않습니다.,0,1
전 세계적인 팬데믹 상황에 중국 공산당은 이 게임을 밴 했다죠? 이 게임이 대체 뭐가 그렇게 공산당의 아픈 곳을 찌르는 걸까요?,0,1
누가 좀 나한테 시체드는 키좀 알려줘 글씨가 마우에서 짤려서 뭔키인지모르것어;;,0,1
아 왜케 안무섭냐 ;; 진짜 정확히 0.4시간 하고 바로 껏다. 허허,0,1
게임을 열심히 클리어하면 정말 재미없는 게임. 여럿이 함께 서로의 멱살과 머리끄댕이를 잡고 트롤질을 해야 이게임의 참 재미를 느낄수 있다. 아싸에겐 구매를 권하지 않는다.,0,1
동물들이 폐지줍는 XCOM,0,1
재미가 없는 게임은 아니지만 뭔가 아쉽습니다. 싱겁다고 해야하나 100점 만점에 70 점 정도,0,1
뜨거운선 내엄마의 후속작인 뜨거운선 내엄마 2 잘못된 번호입니다 역시 전작과 같이 극악의 난이도를 자랑하는데요 이번에도 좋은BGM으로 계속하게만듭니다,0,1
혈압오르고싶으면 하세요 하다보면 뒷통수아픔,0,1
한글 패치가 있었으면...,0,1
혼자하지마 친구 3명이서 했는데도 8시간만에 질려,0,1
왜 계정 로그인이 안되냐 ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ,0,1
레이싱은 역시 어려운건가...,0,1
운빨게임.,0,1
다시 할려고 했는데 사람이 너무 없어서 못하겠어요.,0,1
한글패치 도대체 언제하는거야 사놓고 할수가없네 18,0,1
하이리스크 하이리턴 로우리스크 로우리턴,0,1
EA는 당장 데드 스페이스4 를 내라,0,1
닥치고 걍해라 just play it,0,1
뗴껄룩,0,1
http://steamcommunity.com/games/552990/announcements/detail/1644245439922496178 아니 씹덕 뭐냐고,0,1
단편 호러 게임,0,1
이미 아이작이 갓겜인 것은 모두가 아는 사실인데 이런 평가 읽고 쓸 시간에 아이작이나 한 판 더 하는 게 어떨까?,0,1
장갑에 전기 두르고 두들겨 패는 걸 보면 살인을 안한다는 원칙이 과연 지켜지는가가 의문이다,0,1
프로그래밍 좋아하면 해볼만 한데...너무 어려움;;;;,0,1
이거 웰케 어려움???,0,1
어떻게 하는건가요... 알려주세요...,0,1
더이상의 자세한 설명은 생략한다.,0,1
"반동이 조금더 썌지고, 지금SKS는 반동이 이상해요, 연사하면 총구가 아래로 내려가요.",0,1
한글자막이 없어....어떻게된거야...,0,1
막 암살하는 겜인줄알았니 그냥 대놓고 총쏘고 ㅈㄹ하고 -3만달라 될때까지 서로죽임ㄴ됨,0,1
스팀 무료배포때 받았는데 이거 시디키 등록 어떻게하는지 아는사람??,0,1
이때 부터였지 어쌔신크리드가 지루해지기 시작한게,0,1
자간 넓어서 박스 밖으로 넘어가던거 패치 됐네요. 한글 뿐만 아니라 다른 언어들 중에도 문제가 있었던 듯.,0,1
난해하다. 너무나 난해하다,0,1
피망 블랙스쿼드 돌려줘요......,0,1
"엔진 4개, 랜딩기어가 다 달려있다 : 정상 엔진 1개, 랜딩기어가 다 달려있다 : 정상 엔진이 다 없어졌다 : 비정상 랜딩기어가 하나라도 없다 : 비정상",0,1
조작감 존나 불편하고 시작하자마자 밑에 좆갈은 고딕체가 눈을 공격한다,0,1
머리가 안좋아서 9칸씩 기억하려는데 착시현상땜에 블록이 자꾸 움직여서 곤란한 상황 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,1
멀티나쳐하지 스토리보면서 캐릭얼굴 따져보나,0,1
